"","X","FID","ct2010","boro_code","cdeligibil","boro_name","ntacode","boro_ct201","shape_area","ctlabel","puma","ntaname","JOIN_FIELD","TRACT_ID","TOTAL_POP","PPL_POV","POV_RATE","FAM_P_RATE","UNEMP_RATE","EMPLOYED","MED_INCOME","TRACT_AREA","CRASH_AREA","CRASH_POP","NUM_CRASH","NUM_DEVS","NUM_UNITS","PERC_CAR","PERC_PUB","PERC_BIKE","PERC_WALK","POP_PH","BIKE_LANES","DIS_2_BIKE","DIS_2_CP","LANE_AREA","Z_TOTAL_POP","Z_PPL_POV","Z_POV_RATE","Z_FAM_P_RATE","Z_UNEMP_RATE","Z_EMPLOYED","Z_MED_INCOME","Z_NUM_DEVS","Z_NUM_UNITS","Z_PERC_CAR","Z_PERC_PUB","Z_PERC_BIKE","Z_PERC_WALK","Z_POP_PH","Z_BIKE_LANES","Z_DIS_2_BIKE","Z_DIS_2_CP","Z_LANE_AREA","POP_DENS","Z_POP_DENS","NUM_BIKERS"
"313",315,314,115200,3,"E","Brooklyn","BK82",3115200,1788251.79521,1152,4008,"East New York",36047115200,36047115200,3092,1286,41.7000007629,40.4000015259,11.1999998093,46.0999984741,27155,0.0641449634,233.845327802,0.004851229,15,1,158,28.5144566301,65.2043868395,0,4.5862412762,14.8771021992,1.2715940146,0.0327967919,8.4933164647,19.8237546115,-0.259085968093015,0.746657486411885,2.22759916259835,1.82783470441724,0.0839046737106863,-0.727700713097403,-1.0858648149363,0.979756566042175,0.197183569134515,-0.233773391214246,0.659866173384086,-0.485843769850008,-0.336158377750664,0.418018215917195,1.1019237193071,-0.932742531139332,-0.14908494115009,2.3633095056573,48203.3169263606,0.0854428182396231,0
"314",316,315,115600,3,"E","Brooklyn","BK85",3115600,1720940.11007,1156,4007,"East New York (Pennsylvania Ave)",36047115600,36047115600,4397,2419,55.4000015259,55.2999992371,19.8999996185,40.7000007629,14154,0.0617304793,485.98359094,0.0068228338,30,3,857,24.4574290484,64.6076794658,1.4190317195,7.5959933222,51.3531953605,0.569695076,0.0631702177,8.684374103,9.2287486263,0.4238817152752,2.33908303959225,3.41256262625556,2.97661297226699,1.52466704881922,-1.17543068891193,-1.61979667735479,3.66586288870963,2.23203392517938,-0.447723060950387,0.62694234252781,0.425763787408823,0.0994563477268073,1.99828499927195,0.166801758720654,-0.824921560183715,-0.0936083564586176,0.715727600573183,71228.9949772025,0.864228839797787,6239.4824706415
"315",317,316,115800,3,"E","Brooklyn","BK85",3115800,1668175.77455,1158,4007,"East New York (Pennsylvania Ave)",36047115800,36047115800,2849,655,23,17.2000007629,21,52,43806,0.0598378116,217.253934392,0.0045630046,13,0,0,28.295549958,68.429890848,0,0.8396305626,0,0.5940942165,0.0625869301,8.7343310551,9.9284081486,-0.386259260858131,-0.140209701634727,0.610167305642285,0.0391326383358124,1.7068324737649,-0.23851392418118,-0.402032845000892,-0.363296595291551,-0.262768299613823,-0.245317559760226,0.837836067980169,-0.485843769850008,-0.878421917248833,-0.226507784551325,0.199308108062759,-0.826992141085339,-0.0791025711429227,0.82452851774789,47612.0353305167,0.0654441958046582,0
"316",318,317,116000,3,"E","Brooklyn","BK82",3116000,1629832.72136,1160,4008,"East New York",36047116000,36047116000,1915,698,36.4000015259,33.2000007629,7.4000000954,45.2999992371,24766,0.0584624383,393.414996952,0.0120104439,23,0,0,22.6138032305,67.9882525698,0,6.6079295154,0,1.580322756,0.0243576779,8.7870603466,27.031420532,-0.875065250333926,-0.079773427330441,1.76918273168708,1.27272022954596,-0.545393801379023,-0.794031044736386,-1.18397751544532,-0.363296595291551,-0.262768299613823,-0.544947722827457,0.813468304798439,-0.485843769850008,-0.0435504971478176,-0.226507784551325,1.5132351062757,-0.962700082568553,-0.0637917935595222,3.48414133577572,32756.0747667276,-0.437021546934902,0
"317",319,318,116200,3,"E","Brooklyn","BK82",3116200,1543810.23145,1162,4008,"East New York",36047116200,36047116200,2086,469,22.5,19.5,10.8000001907,57.5,46463,0.0553767938,54.1743173771,0.0014381592,3,1,72,40.7786885246,53.9959016393,0,4.7131147541,9.012464046,0.5477192293,0.0583205706,8.8415571613,9.8907717872,-0.785572933202918,-0.401631725369544,0.566920466311535,0.216460795753273,0.0176627871387788,0.217507540767306,-0.292913780433096,0.979756566042175,-0.0531699796778716,0.412987891659809,0.0414285821100927,-0.485843769850008,-0.317795418144329,0.163942407169955,0.137523901579796,-0.842137058447137,-0.0479677878666808,0.818675855833167,37669.2086496348,-0.270847070700012,0
"318",320,319,116400,3,"E","Brooklyn","BK82",3116400,1954432.4347,1164,4008,"East New York",36047116400,36047116400,2929,755,25.7999992371,24.7999992371,15.6000003815,40.9000015259,38137,0.0701058975,156.905487172,0.003755548,11,0,0,32.1468298109,59.2880978865,0,7.3414905451,0,0.6457481142,0.0632147867,8.9058504799,9.2110384043,-0.344391510153566,0.000339773491519194,0.852349539908455,0.625086626522638,0.81256621553947,-1.15884802692392,-0.634850299662103,-0.363296595291551,-0.262768299613823,-0.0422181141695358,0.333429957961419,-0.485843769850008,0.0626210351544604,-0.226507784551325,0.268125271663975,-0.824763347116603,-0.0292992134713035,0.712973563308552,41779.6519900483,-0.131821596233955,0
"319",321,320,117000,3,"E","Brooklyn","BK82",3117000,1653944.01954,1170,4008,"East New York",36047117000,36047117000,1817,410,22.6000003815,23.2999992371,15,52.0999984741,37463,0.0593273156,303.401558194,0.0099064392,18,0,0,11.9822485207,65.8284023669,0,16.124260355,0,0,0.2148560936,8.3507909544,0,-0.926353244947018,-0.484555915694029,0.575569867175023,0.509437789846686,0.7132032277608,-0.230222751335418,-0.662530483899474,-0.363296595291551,-0.262768299613823,-1.10560884063783,0.69429675457234,-0.485843769850008,1.33379015513432,-0.226507784551325,-0.592188385171217,-0.286460125919321,-0.190469460571594,-0.719393744757023,30626.701741415,-0.509042268458706,0
"320",322,321,117201,3,"E","Brooklyn","BK83",3117201,1390018.1905,1172.01,4008,"Cypress Hills-City Line",36047117201,36047117201,2546,649,25.6000003815,25.3999996185,7.8000001907,53.0999984741,48897,0.0498602413,120.336361092,0.0023566379,6,0,0,27.8985507246,59.8731884058,1.8115942029,4.2572463768,0,0,0.2368182195,8.1239148816,0,-0.54483336665167,-0.148642670142302,0.835050903159521,0.671346190598663,-0.479151835863272,-0.14730975770842,-0.192952996406744,-0.363296595291551,-0.262768299613823,-0.266253541377546,0.365712819112602,0.677951896840111,-0.38377526465538,-0.226507784551325,-0.592188385171217,-0.208497970633317,-0.256346490033221,-0.719393744757023,51062.7292130654,0.182155293496175,4612.3188405834
"321",323,322,117202,3,"E","Brooklyn","BK83",3117202,1634622.19974,1172.02,4008,"Cypress Hills-City Line",36047117202,36047117202,3107,509,16.3999996185,14.8999996185,8.5,55.9000015259,45938,0.0586342379,221.713464026,0.0041841004,13,0,0,19.7949526814,70.2681388013,1.4984227129,2.9179810726,0,0.3830629143,0.1972164647,8.112012854,6.5330927434,-0.251235764835909,-0.345411935319046,0.0393089934790525,-0.138195666132999,-0.36322845541031,0.0848468774810475,-0.314474754801968,-0.363296595291551,-0.262768299613823,-0.693601418635651,0.939262943788768,0.476765768948198,-0.577613055581026,-0.226507784551325,-0.0818434854301552,-0.349078084387962,-0.259802430596638,0.296538233318119,52989.5179212349,0.247324106727439,4655.5993689803
"322",324,323,119400,3,"E","Brooklyn","BK82",3119400,1964536.00419,1194,4008,"East New York",36047119400,36047119400,3827,1198,31.5,27.7000007629,9.6999998093,52.7000007629,37981,0.0704683146,298.006275726,0.0054873269,21,2,91,23.0661040788,71.5189873418,0,2.2503516174,9.1455448132,0.5929805998,0.0710127565,8.8946861897,8.4148542922,0.125573991505175,0.622973948300789,1.34536357426503,0.848674495067474,-0.164502637790339,-0.180474765387959,-0.641256989188854,2.3228097273759,0.00214068808300458,-0.521095378921377,1.00827956330677,-0.485843769850008,-0.674242019496555,0.169707912674603,0.197824465084294,-0.797081758584085,-0.032540940398902,0.589162539695745,54308.096081526,0.291921718024667,0
"323",325,324,1600,2,"E","Bronx","BX09",2001600,5221332.29582,16,3709,"Soundview-Castle Hill-Clason Point-Harding Park",36005001600,36005001600,5412,986,6.1999998093,16.6000003815,9.1999998093,45.7000007629,32354,0.1872902743,138.821944187,0.004804139,26,0,0,42.2404933196,47.1736896197,0,7.7595066804,0,1.3366233135,0.0838839356,6.1711697938,7.1366402701,0.955078802339367,0.325009061033147,-0.842926512365244,-0.00712692574021261,-0.247305074957347,-0.760865720776942,-0.872349565900555,-0.363296595291551,-0.262768299613823,0.490077003530699,-0.334992699909946,-0.485843769850008,0.123122359263823,-0.226507784551325,1.18856058700806,-0.751391060503342,-0.8233566823925,0.390393204729957,28896.3216068075,-0.567568052491589,0
"324",327,326,3300,2,"E","Bronx","BX39",2003300,1639977.74021,33,3710,"Mott Haven-Port Morris",36005003300,36005003300,3852,1877,8.3000001907,46,18.3999996185,40.4000015259,19784,0.0588263423,101.995122736,0.0015576324,6,0,0,18.2072829132,67.4136321195,0,11.0177404295,0,0.4890998411,0.0642131623,3.3286294486,8.314299721,0.138657663600352,1.577304884408,-0.661289754187407,2.25959024369509,1.2762597373182,-1.20030452373741,-1.38858089507526,-0.363296595291551,-0.262768299613823,-0.777328091850455,0.78176313850407,-0.485843769850008,0.594700940642958,-0.226507784551325,0.0594267935669268,-0.821219267917924,-1.64873289662059,0.573525748908271,65480.8687637885,0.669812834532953,0
"325",328,327,3500,2,"E","Bronx","BX39",2003500,1525330.72751,35,3710,"Mott Haven-Port Morris",36005003500,36005003500,3753,1534,9.1999998093,36.2000007629,12.8999996185,42.7000007629,22267,0.0547139301,255.876336667,0.0037303491,14,1,462,24.7018739353,64.9914821124,1.1073253833,7.1550255537,30.1625366374,0.4662106505,0.0740169038,3.5738569774,8.5208766687,0.0868463221034525,1.09522018472498,-0.583445476380747,1.50401790289787,0.365432928481105,-1.00960470165793,-1.28660775344115,0.979756566042175,1.08215425330853,-0.434832120041618,0.648118976127117,0.225518896600107,0.03563313223142,1.0802345394971,0.0289321117644419,-0.786417499606103,-1.57752723381013,0.60564960438447,68593.1351145985,0.775077466654746,4155.7921635249
"326",330,329,3800,2,"E","Bronx","BX09",2003800,682166.209681,38,3709,"Soundview-Castle Hill-Clason Point-Harding Park",36005003800,36005003800,1303,358,14.3000001907,27.6000003815,10.5,58.5999984741,46534,0.0244694437,81.7345922074,0.0015349194,2,1,410,51.4340344168,40.9177820268,0,6.1185468451,68.7643898695,0.2971769939,0.0705896057,5.9616980817,12.1448202043,-1.19535354322385,-0.557641642759677,-0.142327682218413,0.840964543216767,-0.0320187067422759,0.308711707240067,-0.289997915327972,0.979756566042175,0.930777688910347,0.974903651080227,-0.680167659227083,-0.485843769850008,-0.114381015515431,2.75259638397621,-0.196267095232747,-0.798583878575984,-0.884180082494077,1.16919282490191,53250.0867602478,0.256137196575601,0
"327",331,330,4001,2,"E","Bronx","BX55",2004001,1325276.21608,40.01,3709,"Soundview-Bruckner",36005004001,36005004001,1550,376,13.3000001907,22.2000007629,12.1000003815,54,47841,0.0475379332,168.286659911,0.0051612903,8,0,0,34.9206349206,64.6031746032,0,0.4761904762,0,0,0.2871027334,6.4498782556,0,-1.0660868629235,-0.532342737236953,-0.228821360879912,0.424628760588985,0.232949155370411,-0.0726879369271851,-0.236321356280133,-0.363296595291551,-0.262768299613823,0.1040600846304,0.626693782947671,-0.485843769850008,-0.931024208415992,-0.226507784551325,-0.592188385171217,-0.0299957118354575,-0.742429305068808,-0.719393744757023,32605.5403687597,-0.442112996778084,0
"328",332,331,4400,2,"E","Bronx","BX55",2004400,2884624.05826,44,3709,"Soundview-Bruckner",36005004400,36005004400,4830,1707,7.6999998093,30.1000003815,26,37.4000015259,23102,0.1034720643,193.288885622,0.0041407867,20,1,1497,21.3190184049,71.1656441718,0,2.8374233129,71.9461697723,0,0.3431542338,6.0195020618,0,0.650490915963657,1.33837077669338,-0.713185994372996,1.03371260434335,2.53485684543499,-1.44904350461841,-1.25231553706399,0.979756566042175,4.09513010238784,-0.613228941093271,0.988783556929033,-0.485843769850008,-0.589272536442061,2.89044176862598,-0.592188385171217,0.168978458429101,-0.867395789408205,-0.719393744757023,46679.2658740839,0.033895599824019,0
"329",333,332,4800,2,"E","Bronx","BX55",2004800,1568167.5336,48,3709,"Soundview-Bruckner",36005004800,36005004800,4024,1630,9.1999998093,38.2000007629,9.8000001907,47.0999984741,24437,0.0562504952,533.32863777,0.0074552684,30,0,0,15.3846153846,72.9395604396,0,5.9065934066,0,0,0.3906432282,5.6853425234,0,0.228673327615166,1.23014768084617,-0.583445476380747,1.65821635179914,-0.147942087195238,-0.644787719470405,-1.19748905938315,-0.363296595291551,-0.262768299613823,-0.926183078255513,1.08666087792156,-0.485843769850008,-0.145057974120341,-0.226507784551325,-0.592188385171217,0.337557054720134,-0.964424257348347,-0.719393744757023,71537.1479965211,0.874651345637416,0
"330",334,333,5002,2,"E","Bronx","BX55",2005002,1226231.22419,50.02,3709,"Soundview-Bruckner",36005005002,36005005002,5791,2433,9.3000001907,36.2999992371,11.6000003815,61.2999992371,29338,0.0439851688,568.373401628,0.0043170437,25,0,0,9.2544987147,74.9908189497,0.9548292325,10.3562247521,0,0,0.2519844559,5.5197551809,0,1.15342727130224,2.35875996610993,-0.574796075525908,1.51172770770493,0.150146718203402,0.532576853295575,-0.9962122300844,-0.363296595291551,-0.262768299613823,-1.2494582866581,1.19984079022977,0.12755305016283,0.498956850829107,-0.226507784551325,-0.592188385171217,-0.154660173568278,-1.01250514179649,-0.719393744757023,131658.014689715,2.90808942642868,5529.4160854075
"331",335,334,6800,2,"E","Bronx","BX55",2006800,1692236.92018,68,3709,"Soundview-Bruckner",36005006800,36005006800,2976,857,10.3999996185,25.2000007629,12.1000003815,48.5999984741,31607,0.0607008899,345.95868413,0.0070564516,21,0,0,31.6955684008,57.225433526,0,6.4547206166,0,0,0.4049649902,5.9264079162,0,-0.319794206614634,0.14370023812029,-0.479653078489942,0.655926433940888,0.232949155370411,-0.520418229029909,-0.903027752288265,-0.363296595291551,-0.262768299613823,-0.0660156427076842,0.219620718271156,-0.485843769850008,-0.0657250987001834,-0.226507784551325,-0.592188385171217,0.388397098079196,-0.894427136066794,-0.719393744757023,49027.2878190539,0.113311574676825,0
"332",336,335,7000,2,"E","Bronx","BX55",2007000,2207823.45352,70,3709,"Soundview-Bruckner",36005007000,36005007000,4646,1315,8.3000001907,25.1000003815,13,52.7999992371,33712,0.079195086,202.032737271,0.0034438226,16,0,0,23.8122495707,66.1133371494,0,4.40755581,0,0,0.4691488887,6.1755290787,0,0.554195089343158,0.787416834198497,-0.661289754187407,0.64821648209018,0.381993479092766,-0.172183592533905,-0.81657851219974,-0.363296595291551,-0.262768299613823,-0.481746969685218,0.710018270674831,-0.485843769850008,-0.362020315583375,-0.226507784551325,-0.592188385171217,0.616240025694781,-0.822090895585435,-0.719393744757023,58665.2560740953,0.439291766733457,0
"333",337,336,8900,2,"E","Bronx","BX27",2008900,1174411.47287,89,3710,"Hunts Point",36005008900,36005008900,3540,1685,8.3999996185,42,17.2999992371,43.4000015259,19210,0.0421263835,640.928504557,0.0076271186,27,0,0,9.1162790698,68.4651162791,0,14.6046511628,0,0.7524355173,0.0255279635,4.5070416033,17.8613841062,-0.0246265641474515,1.30744989216561,-0.65264043581294,1.95119334589255,1.09409431238908,-0.951565542856422,-1.4121542270519,-0.363296595291551,-0.262768299613823,-1.25674737867976,0.839779660746896,-0.485843769850008,1.1138503956538,-0.226507784551325,0.410262163558612,-0.95854574941831,-1.30656242762828,2.05815006165893,84032.8484404554,1.29728718784048,0
"334",338,337,12101,2,"E","Bronx","BX35",2012101,1251776.33699,121.01,3705,"Morrisania-Melrose",36005012101,36005012101,3014,1139,8.5,37.0999984741,8.8999996185,59.2999992371,31058,0.0449014773,244.980803877,0.003649635,11,1,20,13.6577708006,80.7692307692,0,2.1193092622,1.6589250166,0.876944454,0.0305366136,5.1146417401,19.5304143003,-0.299907025029966,0.540049757976304,-0.643991034949452,1.57340702843873,-0.296986568854962,0.366750866041579,-0.925574371199714,0.979756566042175,-0.204546544076059,-1.01724921497565,1.51866951893051,-0.485843769850008,-0.693208359153084,-0.154637584850481,0.576142227759407,-0.940765815060068,-1.13013618920275,2.31769346830537,67124.7402365534,0.725412679254171,0
"335",339,338,12102,2,"E","Bronx","BX27",2012102,556269.411143,121.02,3710,"Hunts Point",36005012102,36005012102,1485,763,15,56.7999992371,17.2000007629,40.2000007629,17800,0.0199534994,1102.56349592,0.0148148148,22,2,186,19.9513381995,75.1824817518,0,4.8661800487,42.6936026936,0.6520198534,0.0283297522,5.0598689069,32.6769676816,-1.10010441037096,0.0115837315016189,-0.0817821236497079,3.09226180894294,1.0775340776356,-1.21688718572543,-1.4700608439283,2.3228097273759,0.278694026887386,-0.685354338901726,1.21041594642175,-0.485843769850008,-0.295641601062978,1.62312238006351,0.276480949005059,-0.948599832219649,-1.14604034120027,4.36205507560496,74423.0357909049,0.972259288781973,0
"336",340,339,12500,2,"E","Bronx","BX35",2012500,1828803.46249,125,3705,"Morrisania-Melrose",36005012500,36005012500,4139,1808,9.6000003815,39.5999984741,15.6999998093,46,25317,0.0655995602,137.196041834,0.0021744383,9,0,0,22.8593272171,61.5443425076,2.0642201835,4.2048929664,0,0.9154263458,0.0414973472,4.9415597729,13.9547634704,0.288858219252978,1.48032574657089,-0.548847955424465,1.76615508956532,0.829126608213762,-0.735991885943166,-1.16134875948866,-0.363296595291551,-0.262768299613823,-0.53199987497887,0.457920151227954,0.840242668716604,-0.39135260529695,-0.226507784551325,0.627410665604416,-0.901856903470061,-1.18039325559053,1.45064899195087,63094.9352004954,0.589114593927129,8543.8073395065
"337",341,340,12701,2,"E","Bronx","BX27",2012701,1172804.16056,127.01,3710,"Hunts Point",36005012701,36005012701,2117,984,10.3999996185,37.7000007629,17.2999992371,35.2999992371,19922,0.0420687289,309.018131471,0.0061407652,13,1,208,14.4851657941,67.0157068063,0,15.0087260035,21.3509683514,0.7873504903,0.0597404263,4.8596523521,18.715813641,-0.769349179804899,0.322198071530622,-0.479653078489942,1.61966673957382,1.09409431238908,-1.62316098100636,-1.38291343895545,0.979756566042175,0.342737957978926,-0.973616066805999,0.759807274905485,-0.485843769850008,1.17233393453463,0.698487826381413,0.456778486935174,-0.83709678998355,-1.20417636108321,2.19101856996108,50322.4141863721,0.157115987680069,0
"338",342,341,13100,2,"E","Bronx","BX33",2013100,2475848.31888,131,3710,"Longwood",36005013100,36005013100,4906,1540,7.3000001907,30.3999996185,10.1999998093,52.2999992371,29254,0.0888091936,112.600954874,0.0020383204,10,2,294,28.1199785753,59.5072308516,1.0712372791,4.7670058918,15.307786384,0.896004802,0.0424689297,4.6472635183,10.0890996273,0.690265279132994,1.10365315323255,-0.747783432848906,1.05684231285184,-0.0817002006233306,-0.213640089347403,-0.999661985983419,2.3228097273759,0.593091506791313,-0.254576417036233,0.345520803484662,0.20233534963369,-0.309995515429402,0.436676900342251,0.601535840729917,-0.898407935638665,-1.26584679326624,0.849516929550315,55242.0284559368,0.323509646799915,5255.4900912646
"339",344,343,16200,2,"I","Bronx","BX52",2016200,1944076.72762,162,3703,"Schuylerville-Throgs Neck-Edgewater Park",36005016200,36005016200,1989,333,6.5,17.8999996185,11.1999998093,50.7999992371,67813,0.0697344361,43.0203521602,0.0015082956,3,0,0,57.6086956522,30.193236715,0,8.2125603865,0,0,0.7674837321,8.1914091774,0,-0.836337580932203,-0.592779011541239,-0.81697839227245,0.0931020072189041,0.0839046737106863,-0.3380095797879,0.583899177234369,-0.363296595291551,-0.262768299613823,1.30052794261951,-1.27190346042349,-0.485843769850008,0.188694825963062,-0.226507784551325,-0.592188385171217,1.67528264726432,-0.236748461655728,-0.719393744757023,28522.4934944301,-0.580211854239455,0
"340",346,345,16600,2,"I","Bronx","BX52",2016600,3078388.83992,166,3703,"Schuylerville-Throgs Neck-Edgewater Park",36005016600,36005016600,2292,201,4.8000001907,9.1999998093,12.1000003815,48.5999984741,63456,0.1104224473,63.3929076306,0.0030541012,7,0,0,49.3062966916,39.5944503735,0,1.280683031,0,0,0.3379505589,7.8057542812,0,-0.677763475138664,-0.778304318707884,-0.964017629502654,-0.577661230791084,0.232949155370411,-0.520418229029909,0.404963624234034,-0.363296595291551,-0.262768299613823,0.862696185288013,-0.753183595413435,-0.485843769850008,-0.814586442762299,-0.226507784551325,-0.592188385171217,0.150506216148964,-0.348729415157969,-0.719393744757023,20756.6491781604,-0.842872132288755,0
"341",347,346,17500,2,"E","Bronx","BX14",2017500,1631792.1809,175,3708,"East Concourse-Concourse Village",36005017500,36005017500,7021,3219,9.5,43.5999984741,14.6999998093,43.7000007629,18544,0.0585327246,546.702724709,0.0045577553,32,6,676,17.8588125292,61.9448340346,0,14.7265077139,20.9656744054,0.7001314968,0.0462621308,4.3060596494,11.9613686556,1.79714393838493,3.46347884060222,-0.557497356287953,2.07455198736786,0.663521733879745,-0.926691708030937,-1.43950586310841,7.69502237271081,1.70512703756261,-0.795704876841004,0.480017607829771,-0.485843769850008,1.13148723325496,0.681795599448034,0.340578858018828,-0.884942657525983,-1.3649206931559,1.14066509660048,119949.99460524,2.51209490406202,0
"342",348,347,17701,2,"E","Bronx","BX14",2017701,1147267.72289,177.01,3708,"East Concourse-Concourse Village",36005017701,36005017701,4459,1916,11.3999996185,43.7999992371,21.2000007629,34.5,21295,0.0411527316,315.896405911,0.0029154519,13,2,255,17.1945701357,64.3438914027,0.814479638,4.8868778281,13.7026239067,0.2784762813,0.0679732476,4.515092151,6.7668966447,0.456329222071238,1.63211917970723,-0.393159399828443,2.08997189108469,1.73995357497166,-1.68949131265364,-1.32652635741552,2.3228097273759,0.479559083492673,-0.830734079342634,0.612387614441317,0.0373903362176519,-0.292645919906018,0.367135874291362,-0.221181575180182,-0.807871545781097,-1.30422482471815,0.332896030346082,108352.467178631,2.11983751973928,3631.764705842
"343",349,348,17901,2,"E","Bronx","BX14",2017901,825937.173073,179.01,3708,"East Concourse-Concourse Village",36005017901,36005017901,4711,1852,9.5,39.7999992371,16.3999996185,50.5999984741,22233,0.029626538,506.302828927,0.0031840374,15,0,0,12.0221606648,69.2520775623,0.6094182825,9.7506925208,0,0.5148357168,0.0476140813,4.4759267207,17.3775186555,0.588212636790617,1.54216751562644,-0.557497356287953,1.78157499328216,0.945049988650164,-0.354592241775914,-1.2880040832098,-0.363296595291551,-0.262768299613823,-1.10350405089295,0.883200910961815,-0.0943441971311919,0.411315492779006,-0.226507784551325,0.0937140409447263,-0.880143442035647,-1.31559712226328,1.98290631359665,159012.841797445,3.83329809679231,2870.9695288575
"344",350,349,17902,2,"E","Bronx","BX14",2017902,827548.437687,179.02,3708,"East Concourse-Concourse Village",36005017902,36005017902,3618,1622,11.3000001907,43,19.2999992371,46.5,18662,0.0296843344,606.38044837,0.0049751244,18,0,0,8.607198748,72.9264475743,0,8.372456964,0,0.2536869428,0.0657393754,4.6488265643,8.5461556732,0.0161944927894992,1.21890372283607,-0.40180871820291,2.02829257034318,1.42530406105711,-0.694535389129667,-1.43465977744074,-0.363296595291551,-0.262768299613823,-1.28359402059306,1.08593736455771,-0.485843769850008,0.211837364832674,-0.226507784551325,-0.254207775313777,-0.815801447109341,-1.2653929383219,0.609580629100352,121882.470101806,2.57745605870016,0
"345",351,350,18101,2,"E","Bronx","BX14",2018101,831112.957035,181.01,3708,"East Concourse-Concourse Village",36005018101,36005018101,2946,1135,11.6999998093,37,12,54.4000015259,26713,0.0298121944,268.34656586,0.0027155465,8,0,0,16.839584996,72.0670391061,0,8.938547486,0,0.3894810882,0.0692076267,4.2682897363,13.0644890608,-0.335494613128846,0.534427778971254,-0.367211279726999,1.56569722363938,0.216388604758749,-0.0395226129594489,-1.10401710192876,-0.363296595291551,-0.262768299613823,-0.849454423700813,1.03851878002101,-0.485843769850008,0.293770149848689,-0.226507784551325,-0.0732927168925594,-0.803489690603953,-1.37588778037379,1.3122064077876,98818.6230262875,1.79737906526231,0
"346",352,351,18102,2,"E","Bronx","BX14",2018102,1040321.76237,181.02,3708,"East Concourse-Concourse Village",36005018102,36005018102,5862,1735,9.8999996185,25.2999992371,12.3999996185,53,38440,0.0373165578,669.943893594,0.0042647561,25,0,0,10.195035461,79.5656028369,0.664893617,4.920212766,0,0.7668011283,0.0395184219,4.2413088211,20.5485493412,1.19058490005254,1.37772462972873,-0.522899917820692,0.663636238747955,0.282630491314097,-0.155600930554183,-0.622406537312069,-0.363296595291551,-0.262768299613823,-1.19985854344875,1.45225833615726,-0.0587059985788151,-0.287821206906349,-0.226507784551325,0.429401098787859,-0.908881782675311,-1.38372211267511,2.47601908630522,157088.44399362,3.76821014992591,3897.606382854
"347",353,352,20200,2,"E","Bronx","BX59",2020200,1343331.0538,202,3709,"Westchester-Unionport",36005020200,36005020200,2240,393,7.1999998093,21.8999996185,8.8999996185,58.0999984741,43750,0.048185564,207.531035661,0.0044642857,10,0,0,30.4025423729,62.8177966102,0,4.4491525424,0,0,0.4827605252,7.2943945026,0,-0.704977513096631,-0.508449326465491,-0.756432833703745,0.401498905021442,-0.296986568854962,0.267255210426568,-0.404332682266905,-0.363296595291551,-0.262768299613823,-0.134204109770932,0.528184051634039,-0.485843769850008,-0.355999836524554,-0.226507784551325,-0.592188385171217,0.664559233195073,-0.497210754704158,-0.719393744757023,46486.9519842084,0.027391063069193,0
"348",354,353,20400,2,"E","Bronx","BX59",2020400,1447955.99086,204,3709,"Westchester-Unionport",36005020400,36005020400,3210,509,7.9000000954,16,21.5,58.5,51282,0.0519384822,154.028374668,0.0024922118,8,0,0,34.3173431734,48.7084870849,0,12.4723247232,0,0,0.4834990125,7.2389179645,0,-0.197331035803782,-0.345411935319046,-0.695887233894854,-0.0533864898239474,1.78963491093191,0.300420534394304,-0.0950045699881538,-0.363296595291551,-0.262768299613823,0.0722451493190913,-0.250308959822143,-0.485843769850008,0.805229358964354,-0.226507784551325,-0.592188385171217,0.667180749063868,-0.513319238466853,-0.719393744757023,61803.8853665231,0.545448059477521,0
"349",355,354,20601,2,"E","Bronx","BX59",2020601,1629908.75249,206.01,3709,"Westchester-Unionport",36005020601,36005020601,2758,648,10.8000001907,22.2999992371,18.7999992371,56.7000007629,51300,0.0584651656,68.4168078498,0.0014503263,4,1,131,20.5303030303,68.9393939394,0,7.5757575758,5.2211747643,0,0.6223976963,7.0956508155,0,-0.433883827284573,-0.150048164893564,-0.445055557533659,0.432338565396052,1.34250162389011,0.151177209120031,-0.094265336581221,0.979756566042175,0.118584199158533,-0.654822297439342,0.865948329268292,-0.485843769850008,0.0965275386494672,-0.000308969518488513,-0.592188385171217,1.16024962612722,-0.554919104327878,-0.719393744757023,47173.3890034513,0.0506080799182103,0
"350",356,355,21601,2,"E","Bronx","BX08",2021601,1761363.27388,216.01,3709,"West Farms-Bronx River",36005021601,36005021601,3970,1800,7.9000000954,46.5,18,46.9000015259,24914,0.0631804666,522.313331713,0.0083123426,33,0,0,19.7424892704,66.7381974249,0,8.1545064378,0,0,0.4852748014,6.5078387173,0,0.200412595889585,1.46908178856079,-0.695887233894854,2.2981398559204,1.21001785076285,-0.661370065161931,-1.17789937409943,-0.363296595291551,-0.262768299613823,-0.696368106618575,0.744495461549484,-0.485843769850008,0.18029242120037,-0.226507784551325,-0.592188385171217,0.673484525419916,-0.725599575093773,-0.719393744757023,62835.8765555555,0.580352582619687,0
